City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
318,port alfred,-33.5906,26.891,15.94,30,0,3.74,ZA,1690348045
319,garissa,-0.4536,39.6401,23.66,74,59,8.74,KE,1690348045
320,princeville,45.7668,-61.2985,20.39,91,15,1.85,CA,1690348045
321,labytnangi,66.6572,66.4183,18.8,62,100,6.29,RU,1690348045
322,harper,4.375,-7.7169,24.65,88,100,3.93,LR,1690348045
323,ballycastle,55.2044,-6.243,11.4,92,100,2.96,GB,1690348045
324,cukai,4.25,103.4167,31.09,64,86,2.43,MY,1690348045
325,manta,-0.95,-80.7333,25.56,73,0,5.81,EC,1690348038
326,novodvinsk,64.4165,40.8122,16.85,72,42,2.68,RU,1690348046
327,ciudad victoria,23.7333,-99.1333,24.96,68,99,2.7,MX,1690347243
328,kralendijk,12.15,-68.2667,26.99,89,40,3.09,BQ,1690348046
329,piacabucu,-10.4056,-36.4344,22.43,84,70,3.57,BR,1690348004
330,san patricio,28.017,-97.5169,29.36,74,0,5.37,US,1690348046
331,paradip garh,20.3167,86.6167,30.26,76,31,9.79,IN,1690348046
332,platteville,42.7342,-90.4785,26.19,83,0,3.09,US,1690348034
333,monrovia,6.3005,-10.7969,23.87,91,99,0.34,LR,1690348046
334,papagaios,-19.4492,-44.7478,16.01,85,2,2.6,BR,1690348046
335,kourou,5.1552,-52.6478,24.03,91,37,2.43,GF,1690348047
336,paphos,34.7667,32.4167,28.88,30,0,2.06,CY,1690348047
337,yung shue wan,22.2333,114.1167,36.3,67,46,5.0,HK,1690348047
338,katabu,-4.9333,122.5167,28.54,58,52,2.25,ID,1690348047
339,nikolayevsk-on-amure,53.1406,140.73,24.48,77,96,1.22,RU,1690348047
340,remire-montjoly,4.9167,-52.2667,24.02,100,100,0.0,GF,1690348047
341,dryden,49.7833,-92.7503,17.19,98,100,2.17,CA,1690348047
342,kashkhatau,43.3185,43.608,22.35,66,0,1.36,RU,1690348047
343,santa terezinha,-29.9002,-50.0904,17.01,97,100,3.76,BR,1690348048
344,luchegorsk,46.4764,134.2569,31.25,43,59,3.04,RU,1690348048
345,umm kaddadah,13.6017,26.6876,28.14,58,95,7.73,SD,1690348048
346,rio gallegos,-51.6226,-69.2181,-4.97,93,0,4.12,AR,1690348048
347,labrador city,52.9463,-66.9114,10.9,94,12,2.03,CA,1690348048
348,qarah bagh,34.9402,61.7759,32.13,12,0,6.2,AF,1690348048
349,kolonia town,6.964,158.206,28.06,83,100,5.14,FM,1690348048
350,sydney mines,46.2367,-60.2177,21.55,85,5,0.89,CA,1690348049
351,linxia chengguanzhen,35.6003,103.2064,27.08,42,93,1.26,CN,1690348049
352,turan,16.0678,108.2208,32.99,58,20,4.12,VN,1690348049
353,faranah,10.0404,-10.7434,20.74,98,93,1.94,GN,1690348049
354,san antonio de pale,-1.4014,5.6325,22.73,89,71,4.05,GQ,1690348049
355,fougamou,-1.2154,10.5838,22.34,83,95,0.57,GA,1690348049
356,velikiy ustyug,60.7644,46.3106,16.94,72,100,2.16,RU,1690348049
357,saint-philippe,-21.3585,55.7679,22.84,72,1,2.84,RE,1690348049
358,safford,32.834,-109.7076,36.73,21,0,4.63,US,1690348049
359,ebon,4.582,168.6964,28.77,71,27,0.27,MH,1690348050
360,panorama,40.5878,23.0315,28.63,55,1,0.62,GR,1690348050
361,ar ruseris,11.8659,34.3869,24.19,86,100,3.62,SD,1690348050
362,saint-pierre,-21.3393,55.4781,25.32,53,0,3.6,RE,1690348050
